3.4028,3.3312,3.4117
3.4657,3.4149,3.5258
3.5728,3.5301,3.5584
3.5835,3.5741,3.5594
3.6386,3.62,3.6052
3.7098,3.6954,3.6565
3.7766,3.7922,3.7486
3.8438,3.85,3.7982
3.9093,3.9372,3.9066
4.0048,4.0198,3.9916
4.0974,4.1099,4.092
