0.2442,0.1898,0.1865
0.1491,0.1245,0.0872
0.1379,0.121,0.0843
0.1217,0.1152,0.0757
0.1113,0.1078,0.0777
0.1254,0.1118,0.0642
0.1181,0.1212,0.0707
0.1181,0.0939,0.0575
0.1295,0.1145,0.0697
0.1322,0.1104,0.0675
0.194,0.1163,0.0672
