0.1193,0.0594,0.1762
0.006,0.0086,0.2204
0.2254,0.0422,0.1798
0.0416,0.0423,0.0535
0.0416,0.0156,0.0032
0.0578,0.024,0.0193
0.0358,0.031,0.0134
0.0453,0.0034,0.0183
0.0407,0.0182,0.018
0.0487,0.0244,0.0152
0.2456,0.0062,0.0062
