0.08712,0.083326,0.07384,0.048006,0.01356
0.08524,0.081366,0.07168,0.048297,0.01712
0.08336,0.079406,0.06952,0.048589,0.02068
0.08148,0.077446,0.06736,0.04888,0.02424
0.0796,0.075486,0.0652,0.049171,0.0278
0.07772,0.073526,0.06304,0.049463,0.03136
0.07584,0.071566,0.06088,0.049754,0.03492
0.07396,0.069606,0.05872,0.050046,0.03848
0.07208,0.067646,0.05656,0.050337,0.04204
0.0702,0.065686,0.0544,0.050629,0.0456
0.06832,0.063726,0.05224,0.05092,0.04916
0.06644,0.061766,0.05008,0.051211,0.05272
0.06456,0.059806,0.04792,0.051503,0.05628
0.06268,0.057846,0.04576,0.051794,0.05984
0.0608,0.055886,0.0436,0.052086,0.0634
0.05892,0.053926,0.04144,0.052377,0.06696
0.05704,0.051966,0.03928,0.052669,0.07052
0.05516,0.050006,0.03712,0.05296,0.07408
0.05328,0.048046,0.03496,0.053251,0.07764
0.0514,0.046086,0.0328,0.053543,0.0812
0.04952,0.044126,0.03064,0.053834,0.08476
0.04764,0.042166,0.02848,0.054126,0.08832
0.04576,0.040206,0.02632,0.054417,0.09188
0.04388,0.038246,0.02416,0.054709,0.09544
0.042,0.036286,0.022,0.055,0.099
0.04108,0.035457,0.0214,0.052994,0.09512
0.04016,0.034629,0.0208,0.050989,0.09124
0.03924,0.0338,0.0202,0.048983,0.08736
0.03832,0.032971,0.0196,0.046977,0.08348
0.0374,0.032143,0.019,0.044971,0.0796
0.03648,0.031314,0.0184,0.042966,0.07572
0.03556,0.030486,0.0178,0.04096,0.07184
0.03464,0.029657,0.0172,0.038954,0.06796
0.03372,0.028829,0.0166,0.036949,0.06408
0.0328,0.028,0.016,0.034943,0.0602
0.03188,0.027171,0.0154,0.032937,0.05632
0.03096,0.026343,0.0148,0.030931,0.05244
0.03004,0.025514,0.0142,0.028926,0.04856
0.02912,0.024686,0.0136,0.02692,0.04468
0.0282,0.023857,0.013,0.024914,0.0408
0.02728,0.023029,0.0124,0.022909,0.03692
0.02636,0.0222,0.0118,0.020903,0.03304
0.02544,0.021371,0.0112,0.018897,0.02916
0.02452,0.020543,0.0106,0.016891,0.02528
0.0236,0.019714,0.01,0.014886,0.0214
0.02268,0.018886,0.0094,0.01288,0.01752
0.02176,0.018057,0.0088,0.010874,0.01364
0.02084,0.017229,0.0082,0.0088686,0.00976
0.01992,0.0164,0.0076,0.0068629,0.00588
0.019,0.015571,0.007,0.0048571,0.002
0.01964,0.016234,0.00772,0.0055,0.00254
0.02028,0.016897,0.00844,0.0061429,0.00308
0.02092,0.01756,0.00916,0.0067857,0.00362
0.02156,0.018223,0.00988,0.0074286,0.00416
0.0222,0.018886,0.0106,0.0080714,0.0047
0.02284,0.019549,0.01132,0.0087143,0.00524
0.02348,0.020211,0.01204,0.0093571,0.00578
0.02412,0.020874,0.01276,0.01,0.00632
0.02476,0.021537,0.01348,0.010643,0.00686
0.0254,0.0222,0.0142,0.011286,0.0074
0.02604,0.022863,0.01492,0.011929,0.00794
0.02668,0.023526,0.01564,0.012571,0.00848
0.02732,0.024189,0.01636,0.013214,0.00902
0.02796,0.024851,0.01708,0.013857,0.00956
0.0286,0.025514,0.0178,0.0145,0.0101
0.02924,0.026177,0.01852,0.015143,0.01064
0.02988,0.02684,0.01924,0.015786,0.01118
0.03052,0.027503,0.01996,0.016429,0.01172
0.03116,0.028166,0.02068,0.017071,0.01226
0.0318,0.028829,0.0214,0.017714,0.0128
0.03244,0.029491,0.02212,0.018357,0.01334
0.03308,0.030154,0.02284,0.019,0.01388
0.03372,0.030817,0.02356,0.019643,0.01442
0.03436,0.03148,0.02428,0.020286,0.01496
0.035,0.032143,0.025,0.020929,0.0155
0.03564,0.032806,0.02572,0.021571,0.01604
0.03628,0.033469,0.02644,0.022214,0.01658
0.03692,0.034131,0.02716,0.022857,0.01712
0.03756,0.034794,0.02788,0.0235,0.01766
0.0382,0.035457,0.0286,0.024143,0.0182
0.03884,0.03612,0.02932,0.024786,0.01874
0.03948,0.036783,0.03004,0.025429,0.01928
0.04012,0.037446,0.03076,0.026071,0.01982
0.04076,0.038109,0.03148,0.026714,0.02036
0.0414,0.038771,0.0322,0.027357,0.0209
0.04204,0.039434,0.03292,0.028,0.02144
0.04268,0.040097,0.03364,0.028643,0.02198
0.04332,0.04076,0.03436,0.029286,0.02252
0.04396,0.041423,0.03508,0.029929,0.02306
0.0446,0.042086,0.0358,0.030571,0.0236
0.04524,0.042749,0.03652,0.031214,0.02414
0.04588,0.043411,0.03724,0.031857,0.02468
0.04652,0.044074,0.03796,0.0325,0.02522
0.04716,0.044737,0.03868,0.033143,0.02576
0.0478,0.0454,0.0394,0.033786,0.0263
0.04844,0.046063,0.04012,0.034429,0.02684
0.04908,0.046726,0.04084,0.035071,0.02738
0.04972,0.047389,0.04156,0.035714,0.02792
0.05036,0.048051,0.04228,0.036357,0.02846
0.051,0.048714,0.043,0.037,0.029
